1,64,64
15cannon,512,512
15cannon_d,512,512
15cannon_shield,512,512
15cannon_shield_d,512,512
1st_floor,128,32
2,64,64
2015logo,128,16
20mmflak,512,512
20mmflak_d,512,512
2nd_floor,128,32
3,64,64
30cal,512,512
30cal_crate,128,128
30calmount,128,128
3rd_floor,128,32
45cal_crate,256,256
45holster,64,64
4th_floor,128,32
50cal_crate,256,256
a,64,64
adhelm,256,256
advanced_a,32,32
advanced_b,32,32
advanced_sign,32,32
aerialrecon1,2,2
aerialrecon2,2,2
aerialrecon3,2,2
afrika88s,262,128
afrika_map1,64,64
afrika_map2,64,64
afrika_trim,16,32
afrikatrim2,16,32
air_explosion,32,32
airborne,262,128
airborne_gear,256,256
airborne_pants,256,256
airborne_top,256,256
airborne_top_cull,256,256
alarmbell,256,128
alarmswitch,256,256
american_desc,262,128
americanmedal,262,128
americanmedal_sign,262,128
ammo_pouch,128,64
ammo_pouch_tan,128,64
ammobeltbox,128,128
ammocrate1,512,512
ammocrate1rope,128,64
ammopacks,256,256
antiquites,128,128
armchairposh,256,256
army_29th_pfc,128,128
army_blank,128,128
army_engineer,128,128
army_ltnt_cap,128,128
army_medic,128,128
army_pantsgreen,256,256
army_pfc,128,128
army_sfc,128,128
armycommendation_desc,262,128
armycommendation_med,0,0
armycommendation_sign,262,128
arrow,256,256
arzew,0,0
arzew_h,0,0
arzewaerial,262,128
audio_a,32,32
audio_b,32,32
audio_sign,32,32
av_29th_pfc,128,128
av_blank,128,128
av_engineer,128,128
av_ltnt_cap,128,128
av_medic,128,128
av_pfc,128,128
av_sfc,128,128
b,64,64
backtogame,32,32
backtogame_h,32,32
backwheel,128,128
backwheel_d,64,64
backwheel_d2,128,128
bangalore,64,256
bangalore_pulsating,2,2
bangalore_pulsating_ghosting,2,2
bar,512,512
bar1,128,128
barbelt,64,64
barclip,128,128
barrage,256,64
barrel_gas_expl,16,16
barrel_oil_drop,16,16
barrel_oil_long,8,32
barrel_oil_splat,16,16
barrel_water_drop,16,16
barrel_water_long,8,32
barrel_water_splat,16,16
bathtub,256,256
battery,256,256
battleship,262,128
bazooka,512,512
bazookarim,64,128
bazookashell,128,128
beachhead,262,128
beam,64,64
beam_darkblue,0,0
beam_darkblue2,0,0
beam_green,0,0
beam_white,0,0
beamshader,32,32
beef,256,256
bei_brennendem,256,64
bei_gasgefahr,256,64
Bensonazi,256,256
Bensonazi_dirty,256,256
bh_dirt_piece,8,8
bh_foliage_leaf,16,16
bh_grass_piece,8,32
bh_metal_fastpiece,8,32
bh_metal_spark,16,16
bh_mud_splot,16,16
bh_ocean_plume,32,32
bh_sand,64,64
bh_snow_puff,32,32
bh_stone_piece,8,8
bh_stone_puff,8,32
bh_water_drop,8,8
bh_water_ring,32,32
bh_wood_piece,8,32
bh_wood_puff,0,0
bhole_carpet,32,32
bhole_dirt,64,64
bhole_glass,64,64
bhole_grass,64,64
bhole_grill,32,32
bhole_metal,32,32
bhole_mud,32,32
bhole_paper,64,64
bhole_plaster,32,32
bhole_sand,64,64
bhole_snow,64,64
bhole_stone,32,32
bhole_wood,16,16
bigcircletable,256,256
bighutch,256,256
bighutch_alpha,256,256
bigmap,0,0
bigmap_h,0,0
bignose,256,256
bignose_dirty,256,256
binoculars,128,128
bjorn,256,256
black,16,16
blackboard,256,128
blackhull1,512,512
blacksmoke,0,0
blank,0,0
blank,128,128
blank_capt,128,128
blank_desc,262,128
blank_spherical,0,0
blank_spherical_gray,0,0
blank_web,128,128
blastmark,128,128
blockcrete,256,256
blood,0,0
blood2,0,0
blood3,0,0
blood4,0,0
bloodeffect,0,0
bloodsplat,0,0
bluebeam,0,0
bluegreen,0,0
bluespark,0,0
bluesplat,0,0
blurrytiger,262,128
bmwbike,512,512
bmwbike_d,256,256
bmwbike_dcull,256,256
bmwbikecull,512,512
bodyhitpuff,32,32
bolt_part,128,128
bombers,262,128
book1,64,64
book2,64,64
book3,64,64
book4,64,64
book5,64,64
bootcamp,0,0
bottle_condiment,128,128
bottle_medicine,128,128
bottle_rum,128,128
bottle_wine,128,128
bp_debris1,64,64
bp_debris2,64,64
bp_debris2g,64,64
bp_debris3,64,64
bp_debris3g,64,64
bplane,256,256
bplane_pulse,2,2
bratwurst,128,128
brestmap,0,0
briefing1a,262,128
briefing2a,262,128
briefing3a,262,128
briefing4a,262,128
briefing5a,262,128
briefing6a,262,128
briefing_sign,32,32
briefing_train,262,128
briefingroom_a,0,0
briefingroom_b,0,0
briefingroom_sign,32,32
briefingroomdark_a,262,128
briefingroomdark_b,262,128
briefingtemp,262,128
brittany,0,0
brittany_h,0,0
broken_lantern,128,128
bronzestar_desc,262,128
bronzestar_med,0,0
bronzestar_sign,262,128
browncoat,256,256
brownhat,128,128
brownpants,256,256
bspindle,256,256
bspindle_pulse,2,2
bspray,0,0
bubble,0,0
bulb,256,256
bulbcover,128,128
bullet_plasterhit,64,64
bulletset_1,128,128
bunker_legend,256,256
bunkerchair,256,256
bunkerchair2,256,256
bunkerchair2_d,256,256
bunkerchair_d,256,256
bunkerchairstool,289,348
bunkerchairstool_d,256,256
bunkerstove,256,256
bunkertable,256,256
bunkervent_1,128,128
bush1_1,128,256
bush1a_1,128,256
bush2_1,128,256
bush2a_1,128,256
bush3_1,512,256
bush3_2,512,256
bush3_3,512,256
bush4_1,128,128
bush4_2,128,128
bush4_3,128,128
bush4_4,128,128
bwirepost,256,256
c47,512,512
c47fly,256,256
c47prop,512,512
c_DAK_grenedeir_tunic,512,256
c_DAK_nco_tunic,512,256
c_DAK_private_tunic,512,256
c_manon_shirt,256,256
cabinet_dark_h,256,256
cabinet_tall_h,256,256
cagelight,128,128
cagelight-red,128,128
cagelight-red-lit,128,128
cagelightshadow,128,128
cagelightshadow_vert,128,128
calendar,128,128
camera,256,256
camohelm,128,128
cancel,262,128
car,512,512
car2,512,512
car3,512,512
carburnt,256,256
cardboard_light,64,64
cardhand01,256,128
cardhand02,256,128
cardpile,256,256
cards1,0,0
cards2,0,0
cards3,0,0
cards4,0,0
cardsingle,128,128
carpet_fancy1,256,128
carpet_fancy2,256,128
carpet_fancy3,256,128
carrusted,256,256
carwindow,256,256
carwindowB,256,256
carwindowR,256,256
changemap_sign,262,128
char,64,64
cherry,0,0
cherry_c,16,16
church_cornertrimsml,128,128
cigarette,64,64
clickfire,262,128
clipboard,128,128
clipboard_pulse,2,2
CO_danger,128,64
cockroach,64,64
ColorBlock,0,0
colt,256,256
concrete1,128,128
concrete2,128,128
confirm_delete,262,128
console,0,0
continue,32,32
continue_h,32,32
continue_sign,32,32
contowerlamp,128,128
contowerwood,256,256
controls_a,32,32
controls_b,32,32
controls_sign,32,32
convoy,262,128
cornerstones,16,32
corona_orange,128,128
corona_red,128,128
corona_reg,128,128
corona_util,128,128
cot,256,256
cracked2,16,32
cracked3,64,64
cracks,16,32
cranebanner,512,256
crate-jibs,64,64
cratelid1,256,256
cratelid2,256,256
credits_sign,262,128
crosshair,0,0
crystal,0,0
crystal2,0,0
crystalshard,0,0
cull_browncoat,256,256
cull_brownpants,256,256
cull_gestapocoat,512,256
cull_greycoat,256,256
cull_greypants,256,256
cull_hundpatrol_coat,512,256
cull_motorpool_trench,512,256
cull_pilot_pants,256,256
cull_scientistcoat,256,256
cull_scientistpants,256,256
cull_shutzshirt_nco,256,256
cull_winterpants1,256,256
d_works,512,512
daily_gorring,128,128
DAK_grenedeir_tunic,512,256
dak_helmet,128,128
DAK_nco_tunic,512,256
dak_officer_hat,128,128
DAK_officer_pants,256,256
DAK_officer_tunic,512,256
DAK_officer_tunic_c,512,256
DAK_pants_green,256,256
DAK_pants_tan,256,256
DAK_private_tunic,512,256
dakhat,128,128
danger_hot,128,32
deadfish,128,128
deadfish_school,128,128
deckcannon,256,256
deckflak,256,256
deckguntwins,256,256
defeat,262,128
defenses,262,128
delete_h,256,64
depot,262,128
desert1,16,32
desertlamp,128,128
detonator,256,256
dial,128,128
difficulty,262,128
dirtcloud,128,128
dirtplume,128,128
disconnect,262,128
disconnect_h,262,128
distinguishedcross_desc,262,128
distinguishedcross_med,0,0
distinguishedcross_sign,262,128
distinguishedservice_desc,262,128
distinguishedservice_med,0,0
distinguishedservice_sign,262,128
document1,256,256
documents,0,0
dolf,256,256
dolf_dirty,256,256
dominik,256,256
dotTest,0,0
drei,256,256
drinkglass,128,128
droplet,0,0
dropletlarge,0,0
Dtruck1,512,512
Dtruck2,512,512
Dtruck3,512,512
Dtruck_burnt,512,512
Dtruck_rusted,512,512
Dtruckwindow,128,128
DtruckwindowB,128,128
dustdrop,0,0
dustpoof,0,0
dustring,0,0
eagle,128,128
eagleglobe,128,128
eden_smokestack,0,0
ein,256,256
electric,64,64
electric_spark,16,16
electrical,256,64
emap1,0,0
emergency_exit,128,32
enemy_listening,136,64
entrance,128,32
entrance_defense,128,32
envelope,128,128
erster,128,128
escmenu,262,128
europe_trim,16,32
europeanmedal_sign,262,128
exp_crate1,256,256
exp_crate1a,256,256
exp_crate2,256,256
exp_crate2a,256,256
exp_crate3,256,256
exp_crate3a,256,256
explosed,128,128
explosed2,64,64
exposed_brick,16,32
eye,0,0
facewrap,256,256
fakkportal,0,0
fakkportal2,0,0
fall,0,0
fan,256,256
fan_anim1,0,0
fan_anim2,0,0
fc_wthrdconcrete,64,64
fence1shadow,256,256
fernsprechverteiler,256,32
ffabutton,262,128
ffaserverback,262,128
fgrenexplosion,0,0
fgrenshock,0,0
filter_thing,128,128
fire1,0,0
fire2,0,0
fire3,0,0
fire4,0,0
fire4d,0,0
fire5,0,0
fire_back,32,32
fire_front,32,32
fire_middle,32,32
fire_ring,144,144
fire_ring2,8,32
fireball_pj,64,64
firefly,16,16
firesmoke,0,0
firstaid,128,128
firstaid_dm,128,128
flak88,512,512
flak88_d,512,512
flame_pj,64,64
flamesprite,0,0
flare,64,64
flaregun,256,256
flareshader,64,64
flatbeamshader,32,32
floor,128,128
floordrain,64,64
flotilla11,128,128
flotilla13,128,128
flotilla7,128,128
fockwindow,64,128
fockwindow_d,128,256
fockwindowfly,64,128
fockwulf,512,512
fockwulf_d,512,512
fockwulffly,128,128
footshadow,16,64
forcemodels,262,128
fragcrate1,256,256
fragcrate1a,256,256
france_advert1,256,256
francemap2,0,0
french_advert1,128,128
french_advert2,128,128
french_advert3,128,256
frenchpostr_1a,64,64
frogman,512,512
frogmanhead,256,256
frontwheel,128,128
frontwheel_d,64,64
frontwheel_d2,128,128
frost,32,32
fruitglow,0,0
fx_portal,0,0
g_magazine_arbeit1,128,128
g_magazine_arbeit2,128,128
g_magazine_deradler1,128,128
g_magazine_derdeutsche,128,128
g_magazine_derschulungsbrief,128,128
g_magazine_die_wehrmacht1,128,128
g_magazine_die_wehrmacht2,128,128
g_magazine_die_wehrmacht3,128,128
g_magazine_frauen_warte1,128,128
g_magazine_frauen_warte2,128,128
g_magazine_frauen_warte3,128,128
g_magazine_frauen_warte4,128,128
g_magazine_frauen_warte5,128,128
g_magazine_frauen_warte6,128,128
g_magazine_frauen_warte7,128,128
g_magazine_ib1,128,128
g_magazine_ib2,128,128
g_magazine_ib3,128,128
g_magazine_ib4,128,128
g_magazine_ib5,128,128
g_magazine_ib6,128,128
g_post,128,512
g_post_winter,128,512
gallery_h,262,128
gameservername,262,128
gametype_h,262,128
garand,512,256
gas_attack,128,64
gas_victim,128,128
gasmask,256,256
gasmask_pulse,2,2
gasplant1,0,0
gaswelder,512,512
german-helmet_inside,64,64
german_backpack,128,128
german_boots1,128,128
german_gear,128,128
german_gear_p,256,256
german_head1,256,256
german_helmet,256,256
german_holster,128,128
german_riflebelt,64,64
german_shepherd,256,256
german_soldier_pants1,256,256
german_soldier_tunic1,512,256
germanpst1,128,128
gestapocoat,512,256
gestapohat,128,128
gface_1,0,0
gfx/2d/arrow_left,16,32
gfx/2d/arrow_right,16,32
gfx/2d/backtile,64,64
gfx/2d/bigchars,256,256
gfx/2d/blank,32,32
gfx/fonts/courier-16,256,128
gfx/fonts/courier-18,256,128
gfx/fonts/courier-20,256,128
gfx/fonts/facfont-20,256,128
gfx/fonts/handle-16,256,128
gfx/fonts/handle-18,256,128
gfx/fonts/handle-22,256,128
gfx/fonts/handle-23,256,128
gfx/fonts/marlett,256,64
gfx/fonts/verdana-12,256,64
gfx/fonts/verdana-14,256,64
glantern,256,256
glanterncull,256,256
glanternglass,256,256
glass_large,64,64
glass_medium,64,64
glass_small,32,32
globe,64,64
globe_winter,64,64
GMC_hub,128,128
GMC_tred,64,64
gmcbed,256,256
gmcinside,256,256
gmctruck,512,512
gmcwindow,128,64
goodconduct_desc,262,128
goodconduct_med,0,0
goodconduct_sign,262,128
grandfathers_clock,256,256
grandfathers_clock_d,256,256
grandfathers_clock_face,64,64
grandfathers_clock_face_d,64,64
grandfathers_clock_glass,32,128
grandfathers_clock_glass_d,32,128
grandfathers_clock_pendulum,32,64
grandfathers_clock_pendulum_d,32,64
grass_piece,8,32
grass_tuft,64,64
graysmoke,0,0
graysmoke_gruff,0,0
greenblood,0,0
greenblood2,0,0
greenblue,0,0
greenhose,16,16
greenlight,0,0
greensmoke,0,0
greensmoke2,0,0
greensmoke3,0,0
greensplat,0,0
gren_boom,32,32
gren_explosion,64,64
grenade_box,256,256
grenadier_ammobox,128,128
grenadier_shells,128,128
grenexp_flash,128,128
greycoat,256,256
greyhat,128,128
greypants,256,256
greytest1,16,16
greytest2,16,16
greytest3,16,16
grillchair,256,256
grillo_id,262,128
grmn_winter_glove,256,256
grmnsn_halt1,128,128
grndblst1,64,64
gruffglasses,0,0
gunter,256,256
gustav,256,256
h_cross,256,128
h_cross_snow,256,128
hall_purger,128,64
hammer,0,0
hand,0,0
handsnew,256,256
handview,256,256
handview_right,256,256
hanger,256,128
hanger_snow,256,128
hans,256,256
hbt_29th_pfc,128,128
hbt_blank,128,128
hbt_engineer,128,128
hbt_jacket,256,256
hbt_jacket_c,256,256
hbt_jacket_dirt,256,256
hbt_jacket_dirt_c,256,256
hbt_ltnt_cap,128,128
hbt_medic,128,128
hbt_pfc,128,128
hbt_sfc,0,0
HBTpants,256,256
healthcanteen,128,128
heat_crate,256,256
heavy_pipe,128,128
hedgebomb,128,128
hedgehog,256,256
hi_standard,256,256
higgins,512,512
higgins_damage,512,512
higginsboat,262,128
hopper,256,256
hopper_dirty,256,256
hot_slag,32,32
howitzer,512,512
hulltop1a,512,512
hulltop1c,512,512
hulltop1d,512,512
hulltop1e,512,512
hulltop1h,512,512
hulltop1i,512,512
hulltop1j,512,256
hundhat,128,128
hundpants,256,256
hundpatrol_coat,512,256
ibeam_piece,128,128
icecicles,128,128
inactivekick,262,128
inactivespectate,262,128
indycrate,934244,65518
innerwheel,128,128
innerwheel_d,64,64
innerwheel_d2,128,128
inside,256,256
inter_bunkerstove,256,256
internet,262,128
invasionfleet,262,128
jeep,512,512
jeeptredz,128,128
jeepwheelz,128,128
jeepwindow,64,128
jeff,256,256
jeff_c,256,256
jh_airfield,128,128
jh_cottonwood2,128,128
jh_cottonwood3,128,128
jh_foliage1,128,128
jh_foliage2,128,128
jh_foliage4,128,128
